Date,ADAWE BIKE,ADAWE PED,ALEX,COBY,CRTZ,LBAY,LLYN,LMET,OBVW,OGLD,ORPY,OYNG,PORTAGE,SOMO
2017-09-08,1613,1334,1636,1312,1018,,,2420,599,810,1583,,,600
2017-09-09,1434,2215,1569,1811,2041,,,1148,782,896,1582,,,524
2017-09-10,1653,2048,2054,2295,2842,,,1193,1033,1108,2190,,,442
2017-09-11,2415,2101,2625,2292,1952,,,3253,1068,1363,2825,,,856
2017-09-12,2752,1957,2935,2452,2331,,,3556,1217,1534,3086,,,890
2017-09-13,2688,1712,2910,2448,2420,,,3432,1195,1459,2969,,,922
2017-09-14,2575,1775,2891,2573,2608,,,3615,1158,1449,2837,,,874
2017-09-15,2413,1739,2673,2641,2740,,,3218,1099,1400,2605,,,886
2017-09-16,1797,1613,1846,2178,2749,,,1404,788,1035,1912,,,786
2017-09-17,1724,1787,1915,2064,3214,,,1377,941,1104,2226,,,566
2017-09-18,2361,1766,2593,2080,1785,,,3261,1048,1264,2383,,,820
2017-09-19,2532,1616,2491,2204,1865,,,3377,1118,1377,2624,,,808
2017-09-20,2563,1774,2763,2243,2097,,,3479,1117,1400,2729,,,794
2017-09-21,2527,1846,2797,2410,2086,,,3520,1130,1343,2809,,,924
2017-09-22,2356,1760,2558,2357,2035,,,3077,1204,1349,2569,,,758
2017-09-23,1414,1446,1583,1913,1870,,,1267,701,849,1640,,,498
2017-09-24,1258,1211,1474,1760,1995,,,1117,729,738,1702,,,532
2017-09-25,2223,1432,2396,2005,1792,,,3065,1047,1309,2429,,,764
2017-09-26,2425,1473,2478,2125,1749,,,3129,1047,1262,2509,,,816
2017-09-27,2019,1323,2178,1752,1298,,,2829,808,1009,2021,,,688
2017-09-28,2069,1600,2283,1905,1277,,,3114,880,1076,2080,,,792
2017-09-29,1719,1378,1834,1442,1253,,,2532,697,945,1556,,,694
2017-09-30,1066,1652,993,1201,1164,,,900,449,553,960,,,398
2017-10-01,1111,1726,1459,1636,1721,,,944,709,734,1448,,,362
2017-10-02,2170,1876,2332,1924,1487,,,2916,979,1060,2426,,,746
2017-10-03,2270,1845,2486,2108,1644,,,3108,1086,1108,2600,,,752
2017-10-04,1406,1083,1520,1154,839,,,2071,561,629,1342,,,466
2017-10-05,2036,1573,2210,1993,1411,,,2879,946,1053,2160,,,712
2017-10-06,1733,1570,2091,1880,1322,,,2359,859,939,1934,,,630
2017-10-07,466,884,392,498,387,,,438,181,207,302,,,204
2017-10-08,756,1265,867,1052,1085,,,604,399,525,764,,,234
2017-10-09,354,1033,302,284,236,,,259,121,153,207,,,104
2017-10-10,2046,1773,2201,1862,1454,,,2840,940,1419,2224,,,726
2017-10-11,1810,1386,1929,1518,1030,,,2577,690,834,1719,,,654
2017-10-12,1810,1614,2006,1696,1217,,,2580,863,941,1820,,,668
2017-10-13,1627,1295,1640,1352,1000,,,2274,680,743,1526,,,668
2017-10-14,754,1255,619,744,614,,,677,274,415,505,,,310
2017-10-15,385,888,295,272,290,,,422,102,335,133,,,152
2017-10-16,1434,1314,1543,1114,725,,,2115,504,671,1256,,,532
2017-10-17,1589,1480,1649,1313,896,,,2234,734,948,1498,,,572
2017-10-18,1942,1808,2028,1760,1363,,,2612,975,1126,2070,,,658
2017-10-19,1842,1549,1881,1593,1151,,,2708,802,972,1802,,,688
2017-10-20,1747,1595,1757,1559,1256,,,2359,813,972,1818,,,646
2017-10-21,1121,1597,1106,1502,1557,,,958,784,949,1472,,,418
2017-10-22,1147,1632,1215,1416,1685,,,922,777,849,1515,,,370
2017-10-23,1732,1470,1931,1705,1342,,,2615,954,1104,2008,,,712
2017-10-24,841,1097,881,768,531,,,1285,360,479,789,,,332
2017-10-25,1594,1361,1701,1353,894,,,2438,718,919,1659,,,596
2017-10-26,1470,1198,1603,1241,860,,,2186,784,933,1520,,,560
2017-10-27,1325,1101,1265,1171,858,,,2077,640,1154,1328,,,558
2017-10-28,777,1168,611,835,782,,,703,445,588,783,,,298
2017-10-29,154,429,111,94,75,,,184,21,78,47,,,76
2017-10-30,457,890,431,297,223,,,650,131,218,243,,,190
2017-10-31,1149,1259,1246,881,595,,,1775,396,546,978,,,378
2017-11-01,948,983,940,708,423,,,1425,357,519,797,,,328
2017-11-02,544,803,532,413,253,,,791,210,305,431,,,204
2017-11-03,1165,1320,1056,847,608,,,1480,443,1196,935,,,428
2017-11-04,537,1067,361,380,384,,,482,230,308,340,,,222
2017-11-05,172,503,116,70,92,,,162,26,55,37,,,56
2017-11-06,1110,1301,1085,817,521,,,1606,423,575,1007,,,412
2017-11-07,1178,1485,1238,920,617,,,1690,437,588,981,,,452
2017-11-08,1167,1368,1180,878,587,,,1703,468,597,1008,,,430
2017-11-09,897,1038,975,725,454,,,1370,300,381,708,,,326
2017-11-10,463,858,437,313,167,,,664,121,301,240,,,164
2017-11-11,304,916,195,179,167,,,337,95,201,159,,,130
2017-11-12,334,1118,249,278,384,,,305,130,3193,215,,,144
2017-11-13,613,1063,418,361,266,,,668,148,2165,248,,,230
2017-11-14,904,1160,958,694,409,,,1377,367,448,809,,,374
2017-11-15,966,1248,962,724,465,,,1439,387,498,851,,,388
2017-11-16,595,895,654,481,251,,,1027,246,306,511,,,228
2017-11-17,615,1103,638,479,289,,,1046,263,330,529,,,250
2017-11-18,160,699,103,95,93,,,143,31,60,40,,,86
2017-11-19,109,604,57,37,30,,,70,8,15,15,,,32
2017-11-20,314,1037,297,203,105,,,465,47,73,91,,,96
2017-11-21,454,1311,452,332,200,,,709,102,183,154,,,186
2017-11-22,514,1032,486,380,223,,,791,151,237,323,,,202
2017-11-23,453,994,520,389,214,,,790,169,620,339,,,206
2017-11-24,596,1059,614,466,319,,,882,191,291,438,,,254
2017-11-25,192,766,113,129,113,,,292,59,96,91,,,102
2017-11-26,205,1013,152,123,156,,,198,43,98,66,,,84
2017-11-27,264,1033,188,162,72,,,445,66,85,106,,,84
2017-11-28,342,1148,268,227,135,,,604,70,1050,124,,,168
2017-11-29,535,1187,555,410,224,,,836,185,1220,369,,,214
2017-11-30,431,999,199,307,144,,,677,145,200,306,,,178
2017-12-01,496,1029,,352,221,,,752,164,219,63,,,202
2017-12-02,277,940,,69,189,,,309,107,157,,,,144
2017-12-03,233,1001,,,212,,,231,114,161,,,,132
2017-12-04,603,1144,,,227,,,902,235,305,,,,212
2017-12-05,386,997,,,176,,,598,148,195,,,,136
2017-12-06,559,1165,,,224,,,848,201,279,,,,214
2017-12-07,474,1017,,,209,,,772,159,225,,,,180
2017-12-08,463,951,,,180,,,736,157,191,,,,190
2017-12-09,197,823,,,102,,,198,56,97,,,,84
2017-12-10,106,744,,,41,,,144,20,26,,,,24
2017-12-11,239,833,,,90,,,427,44,108,,,,82
2017-12-12,150,829,,,37,,,254,33,62,,,,6
2017-12-13,132,824,,,46,,,293,7,74,,,,20
2017-12-14,139,653,,,42,,,288,5,67,,,,64
2017-12-15,160,656,,,64,,,319,3,78,,,,28
2017-12-16,64,631,,,25,,,77,1,20,,,,16
2017-12-17,84,599,,,26,,,55,0,21,,,,26
2017-12-18,172,735,,,68,,,339,12,83,,,,14
2017-12-19,117,722,,,33,,,264,3,57,,,,10
2017-12-20,171,736,,,71,,,291,4,93,,,,8
2017-12-21,164,627,,,68,,,283,10,84,,,,6
2017-12-22,145,453,,,58,,,238,9,57,,,,16
2017-12-23,68,388,,,20,,,68,11,9,,,,0
2017-12-24,59,581,,,16,,,35,10,19,,,,0
2017-12-25,27,452,,,5,,,23,4,165,,,,2
2017-12-26,32,396,,,9,,,34,6,63,,,,
2017-12-27,66,328,,,8,,,103,3,109,,,,
2017-12-28,49,277,,,13,,,76,9,24,,,,
2017-12-29,46,285,,,14,,,86,3,11,,,,
2017-12-30,41,327,,,9,,,41,5,12,,,,
2017-12-31,24,347,,,12,,,34,6,11,,,,
2018-01-03,37,390,7,4,,,,26,5,83,12,,,0
2018-01-04,87,491,55,37,,,,153,5,104,9,,,2
2018-01-05,134,609,100,67,,,,242,8,66,12,,,36
2018-01-06,131,561,112,51,,,,300,6,64,10,,,18
2018-01-07,65,295,46,37,,,,158,2,27,1,,,2
2018-01-08,32,261,5,10,,,,41,1,6,4,,,0
2018-01-09,45,424,4,15,,,,32,1,7,10,,,0
2018-01-10,108,940,4,54,,,,187,7,40,10,,,6
2018-01-11,183,970,3,96,,,,320,2,79,9,,,14
2018-01-12,173,930,0,97,,,,320,4,108,12,,,8
2018-01-13,166,830,0,96,,,,280,4,60,4,,,24
2018-01-14,134,550,30,88,,,,262,2,204,0,,,218
2018-01-15,55,214,0,8,,,,61,1,691,2,,,4
2018-01-16,53,539,1,14,,,,50,11,10,14,,,4
2018-01-17,139,695,0,87,,,,239,11,75,5,,,34
2018-01-18,146,885,0,117,,,,295,12,68,14,,,0
2018-01-19,188,931,0,121,,,,290,11,70,10,,,46
2018-01-20,177,941,0,114,,,,331,17,90,14,,,42
2018-01-21,150,849,0,78,,,,285,17,82,21,,,50
2018-01-22,126,962,1,41,,,,108,7,23,26,,,24
2018-01-23,106,889,0,27,,,,86,1,27,8,,,40
2018-01-24,134,734,6,98,,,,298,9,64,12,,,18
2018-01-25,87,740,2,51,,,,185,3,42,1,,,20
2018-01-26,152,818,0,94,,,,270,9,91,13,,,2
2018-01-27,147,728,5,92,,,,261,5,61,16,,,10
2018-01-28,156,769,0,93,,,,250,14,69,15,,,14
2018-01-29,111,719,0,22,,,,80,5,21,27,,,20
2018-01-30,126,1069,0,34,,,,76,10,41,9,,,18
2018-01-31,188,881,0,115,,,,311,8,104,3,,,52
2018-02-01,182,927,1,118,,,,320,6,84,7,,,52
2018-02-02,125,757,3,115,,,,285,6,81,4,,,20
2018-02-03,144,871,1,77,,,,260,8,62,9,,,10
2018-02-04,171,693,0,81,,,,234,12,72,6,,,0
2018-02-05,62,624,0,27,,,,77,6,25,11,,,4
2018-02-06,59,603,0,8,,,,64,3,13,4,,,2
2018-02-07,154,805,0,90,,,,260,4,70,6,,,18
2018-02-08,144,932,0,80,,,,287,4,76,4,,,38
2018-02-09,103,798,0,71,,,,234,4,69,7,,,2
2018-02-10,150,869,0,84,,,,263,10,57,6,,,14
2018-02-11,153,844,0,80,,,,285,0,88,5,,,24
2018-02-12,78,667,0,15,,,,67,1,15,5,,,4
2018-02-13,40,529,0,5,,,,57,5,10,9,,,0
2018-02-14,165,950,0,86,,,,268,3,93,3,,,2
2018-02-15,155,874,0,102,,,,283,1,74,2,,,62
2018-02-16,202,1162,0,132,,,,333,0,112,1,,,74
2018-02-17,154,872,0,121,,,,291,0,80,1,,,88
2018-02-18,149,894,1,92,,,,267,0,93,7,,,70
2018-02-19,105,672,0,27,,,,81,2,31,2,,,28
2018-02-20,87,932,0,44,,,,77,6,41,6,,,36
2018-02-21,142,905,5,81,,,,197,1,70,0,,,66
2018-02-22,141,589,1,84,,,,239,0,66,0,,,72
2018-02-23,199,809,5,119,,,,335,1,97,0,,,76
2018-02-24,205,897,5,108,,,,351,4,98,0,,,114
2018-02-25,133,508,0,97,,,,265,0,47,2,,,28
2018-02-26,119,878,3,30,,,,116,0,36,0,,,60
2018-02-27,65,572,4,20,,,,59,0,48,0,,,24
2018-02-28,272,1212,4,154,,,,427,0,118,0,,,112
2018-03-01,362,1359,12,218,,,,464,1,153,0,,,168
2018-03-02,278,1168,7,187,,,,434,2,132,2,,,144
2018-03-03,340,1386,67,259,,,,565,2,261,1,,,178
2018-03-04,248,895,48,192,,,,473,0,594,1,,,132
2018-03-05,110,860,29,73,,,,131,6,38,0,,,182
2018-03-06,144,922,33,58,,,,131,1,39,0,,,90
2018-03-07,304,1058,130,211,,,,503,2,128,3,,,152
2018-03-08,335,1063,181,221,,,,566,0,129,2,,,176
2018-03-09,175,881,56,105,,,,308,1,50,1,,,62
2018-03-10,176,906,37,122,,,,313,4,62,2,,,74
2018-03-11,188,966,27,84,,,,298,1,70,6,,,66
2018-03-12,114,792,4,38,,,,109,1,16,2,,,68
2018-03-13,130,1099,7,50,,,,115,2,37,0,,,56
2018-03-14,264,1147,63,186,,,,460,9,92,1,,,152
2018-03-15,134,879,27,82,,,,252,4,65,1,,,66
2018-03-16,156,860,15,69,,,,242,4,57,4,,,68
2018-03-17,197,981,33,94,,,,341,5,71,2,,,122
2018-03-18,195,892,35,91,,,,339,1,63,2,,,94
2018-03-19,120,872,7,60,,,,88,0,16,0,,,60
2018-03-20,118,1002,13,52,,,,122,0,18,3,,,56
2018-03-21,251,1070,52,167,,,,394,3,1202,0,,,112
2018-03-22,281,1161,88,210,,,,459,4,144,2,,,150
2018-03-23,287,1268,131,217,,,,537,0,151,0,,,136
2018-03-24,397,1518,265,180,,,,610,7,162,0,,,172
2018-03-25,370,1213,206,245,,,,598,1,138,0,,,192
2018-03-26,201,1067,80,144,,,,192,2,73,0,,,128
2018-03-27,295,1487,129,180,,,,203,2,93,0,,,104
2018-03-28,524,1569,413,278,,,,684,6,197,1,,,258
2018-03-29,495,1166,424,382,,,,709,8,211,0,,,256
2018-03-30,448,1279,390,317,,,,673,6,182,0,,,232
2018-03-31,410,1006,429,323,,,,621,7,153,1,,,452
2018-04-01,263,1470,191,173,,,,200,47,94,4,,,112
2018-04-02,284,1028,193,293,,,,224,73,324,7,,,196
2018-04-03,164,1151,135,122,,,,141,30,109,0,,,72
2018-04-04,341,1145,175,235,,,,292,84,186,20,,,150
2018-04-05,483,1257,493,399,,,,813,74,227,51,,,246
2018-04-06,178,747,208,141,,,,279,14,68,13,,,80
2018-04-07,344,1079,320,219,,,,476,40,216,13,,,154
2018-04-08,352,1106,384,275,,,,559,57,267,46,,,150
2018-04-09,270,1209,188,144,,,,246,44,135,53,,,146
2018-04-10,269,1088,154,156,,,,230,70,354,103,,,98
2018-04-11,681,1394,598,463,,,,921,161,318,261,,,252
2018-04-12,687,1407,662,502,,,,926,185,341,344,,,322
2018-04-13,679,1217,717,512,,,,993,228,330,442,,,258
2018-04-14,423,918,490,379,,,,705,185,291,312,,,194
2018-04-15,638,1427,623,454,,,,803,258,398,500,,,280
2018-04-16,236,882,136,130,,,,210,45,75,87,,,122
2018-04-17,103,392,77,28,,,,91,21,40,27,,,38
2018-04-18,68,322,36,24,,,,126,8,33,12,,,24
2018-04-19,246,789,282,156,,,,378,51,93,81,,,100
2018-04-20,456,1089,461,340,,,,665,159,248,285,,,198
2018-04-21,517,1046,564,366,,,,775,186,264,372,,,236
2018-04-22,716,1528,714,512,,,,983,309,396,654,,,284
2018-04-23,874,1931,655,839,,,,629,506,594,915,,,348
2018-04-24,1219,2216,931,1100,,,,665,881,892,1706,,,326
2018-04-25,1680,2335,1467,1415,,,,2043,997,1068,2168,,,616
2018-04-26,1601,1783,1538,1471,,,,2000,959,1039,2099,,,588
2018-04-27,583,872,590,420,,,,885,244,288,586,,,230
2018-04-28,718,1290,779,893,,,,1038,317,337,664,,,298
2018-04-29,1546,1655,1369,1627,,,,1855,1024,1125,2015,,,630
2018-04-30,546,1155,270,467,,,,350,226,284,425,,,226
2018-05-01,446,934,256,300,,,,342,190,244,328,,,164
2018-05-02,1576,1697,1499,1379,,,,2120,925,996,2060,,,646
2018-05-03,1960,1827,1830,1749,,,,2484,1189,1270,2858,,,744
2018-05-04,1660,1617,1504,1570,,,,2120,1000,1106,2201,,,584
2018-05-05,882,1044,932,904,,,,1232,503,535,1135,,,302
2018-05-06,885,1191,852,714,,,,1336,433,505,1043,,,374
2018-05-07,1638,2096,1424,1819,,,,940,1173,1165,2390,,,602
2018-05-08,1527,1752,1095,1458,,,,949,1422,1391,2809,,,512
2018-05-09,2278,2143,1865,1766,,,,2698,1209,1294,2938,,,772
2018-05-10,2560,2204,2364,2309,,,,3006,1514,1550,3379,,,886
2018-05-11,2713,2186,2570,2747,,,,3181,1638,1629,3724,,,962
2018-05-12,1254,1096,1221,618,,,,1607,495,622,1256,,,464
2018-05-13,1995,1575,1767,845,,,,2357,1001,1096,2208,,,722
2018-05-14,1419,1896,1473,836,,,,1052,1188,1405,2285,,,632
2018-05-15,1965,2153,1840,741,,,,982,1619,1701,2849,,,488
2018-05-16,2723,2114,2526,1165,,,,3025,1686,1821,3618,,,918
2018-05-17,2099,1671,2071,1441,,,,2515,1089,1312,2464,,,822
2018-05-18,2649,1994,2696,1293,,,,3065,1483,1642,3401,,,932
2018-05-19,2347,1691,2556,718,,,,2838,1274,1490,2889,,,896
2018-05-20,2131,1837,2332,938,,,,2416,1302,1469,2739,,,782
2018-05-21,578,940,617,1007,,,,456,398,430,770,,,308
2018-05-22,1493,1780,1632,914,,,,846,1276,1294,1995,,,440
2018-05-23,2073,2176,2434,1450,,,,975,1939,2009,3718,,,474
2018-05-24,1937,1295,1961,1763,,,,2560,938,1325,2244,,,726
2018-05-25,2771,2087,2605,1521,,,,2915,1580,1782,3636,,,956
2018-05-26,2738,1878,2650,803,,,,3091,1653,1722,3592,,,990
2018-05-27,1740,1223,1797,1043,,,,2240,943,997,2205,,,674
2018-05-28,1133,1416,811,1044,,,,887,474,652,864,,,510
2018-05-29,1562,1659,1525,865,,,,1258,1212,1213,2308,,,666
2018-05-30,2306,1746,2115,1458,,,,2661,1249,1443,2863,,,786
2018-05-31,2921,1945,3072,1840,,,,3332,1859,1961,4333,,,1010
2018-06-01,2771,1905,2758,1797,,,,3187,1762,1880,3983,,,946
2018-06-02,2134,1365,2142,780,,,,2736,1165,1251,2787,,,756
2018-06-03,1978,1512,1933,901,,,,2266,1102,1188,2476,,,802
2018-06-04,1861,1753,1901,1195,,,,1270,1514,1578,3019,,,844
2018-06-05,1566,1468,1643,1002,,,,1046,1490,1463,2742,,,548
2018-06-06,872,1033,757,1474,,,,1094,414,500,958,,,340
2018-06-07,1410,1218,1429,1853,,,,1845,743,865,1769,,,522
2018-06-08,2052,1618,2070,1855,,,,2627,1177,1192,2804,,,758
2018-06-09,2207,1637,2170,751,,,,2735,1403,1370,3037,,,876
2018-06-10,2394,1866,2447,943,,,,2799,1663,1495,3569,,,996
2018-06-11,1762,1834,1659,1039,,,,1114,1257,1903,2716,,,728
2018-06-12,1949,1870,1964,896,,,,1093,1701,1647,2928,,,690
2018-06-13,2752,2116,2681,1405,,,,3181,1720,1857,3800,,,898
2018-06-14,2829,1849,2888,1744,,,,3361,1807,1892,4131,,,1030
2018-06-15,1435,1214,1605,1635,,,,2096,768,743,1796,,,588
2018-06-16,1363,1119,1649,778,,,,2003,728,772,1697,,,506
2018-06-17,2543,1984,2441,960,,,,2701,1579,1458,3536,,,934
2018-06-18,1695,1585,1637,1076,,,,1262,1333,1316,2658,,,758
2018-06-19,1663,1207,1526,926,,,,992,1445,1297,2265,,,498
2018-06-20,1630,1246,1641,1455,,,,2067,855,835,1913,,,588
2018-06-21,3056,2050,3056,1818,,,,3410,1801,1729,4079,,,924
2018-06-22,2636,1598,2704,1719,,,,3201,1641,1547,3908,,,944
2018-06-23,2789,2005,2689,793,,,,3290,1746,1714,3734,,,976
2018-06-24,2456,1771,2534,960,,,,2838,1612,1593,3588,,,928
2018-06-25,1064,1169,757,1118,,,,801,580,610,1134,,,446
2018-06-26,1493,1642,1512,1279,,,,963,1065,989,2024,,,448
2018-06-27,2779,2046,2041,2983,,,,3056,1370,1497,3255,,,918
2018-06-28,2806,1973,2806,4980,,,,3498,1891,1738,4327,,,970
2018-06-29,1977,1454,2014,2162,,,,2682,1088,1027,2398,,,734
2018-06-30,2048,1547,1766,2204,,,,2590,1127,1094,2429,,,798
2018-07-01,2251,1373,1836,3247,,,,2858,1396,1358,3155,,,772
2018-07-02,1144,1119,228,574,,,,971,680,643,1576,,,430
2018-07-03,1205,774,127,2149,,,,1066,1012,771,2255,,,322
2018-07-04,973,1067,817,1178,,,,610,638,613,1177,,,284
2018-07-05,2209,1395,2214,2531,,,,2832,1291,1195,3144,,,702
2018-07-06,2293,1163,2184,2437,,,,2893,1409,1315,3105,,,670
2018-07-07,2040,809,2108,2419,,,,2776,1489,1275,3303,,,668
2018-07-08,2124,1642,2272,3145,,,,2796,1769,1517,3726,,,804
2018-07-09,1633,1460,1605,2865,,,,1107,1542,1275,3135,,,562
2018-07-10,1792,1512,1809,2059,,,,1126,1673,1309,3178,,,576
2018-07-11,2460,1365,2442,3371,,,,3027,1548,1421,3460,,,734
2018-07-12,2713,1801,2724,3402,,,,3302,2243,1900,4853,,,868
2018-07-13,2659,1926,2667,3279,,,,2999,2245,1891,4801,,,908
2018-07-14,2571,1676,2609,3377,,,,2965,1954,1778,4103,,,870
2018-07-15,2125,1198,2236,2784,,,,2933,1924,1515,3938,,,864
2018-07-16,1275,1239,1324,1916,,,,1026,1120,959,2383,,,508
2018-07-17,1493,1155,1541,1480,,,,1039,1407,1083,2566,,,504
2018-07-18,2176,1208,2164,2677,,,,2747,1295,1232,2947,,,736
2018-07-19,2376,1931,2409,2815,,,,2976,1493,1468,3476,,,808
2018-07-20,2717,2640,2835,3733,,,,3274,1764,1794,4056,,,848
2018-07-21,2481,1601,2738,3461,,,,3261,1623,1629,3710,,,910
2018-07-22,2213,1404,2226,2730,,,,2690,1437,1459,3091,,,782
2018-07-23,1372,1448,1574,2565,,,,969,1195,1055,2393,,,532
2018-07-24,869,1567,614,785,,,,568,465,461,811,,,282
2018-07-25,1504,1046,1632,2408,,,,2118,936,952,2037,,,482
2018-07-26,1065,1037,1056,1114,,,,1456,553,567,1245,,,392
2018-07-27,822,1067,635,790,,,,987,382,433,789,,,290
2018-07-28,2196,1862,2387,4467,,,,2687,1505,1451,3238,,,840
2018-07-29,1795,1657,1960,2779,,,,2385,1242,1112,2581,,,656
2018-07-30,1188,1413,1378,2679,,,,955,933,919,1970,,,570
2018-07-31,1561,1620,1917,1032,,,,996,1517,1322,2701,,,444
2018-08-01,2517,1845,2511,3053,,,,2905,1507,1494,3602,,,744
2018-08-02,2515,1777,2667,3015,,,,3025,1628,1523,3639,,,864
2018-08-03,1534,1146,1497,1593,,,,2146,778,791,1716,,,584
2018-08-04,2197,1483,2444,3301,,,,2894,1504,1389,3297,,,726
2018-08-05,1897,1311,2051,1159,,,,2295,1213,1154,2651,,,654
2018-08-06,1261,1204,1167,1630,,,,993,989,816,1947,,,450
2018-08-07,1210,1147,1418,1183,,,,874,990,836,1973,,,430
2018-08-08,1078,1011,1378,1434,,,,564,892,712,1866,,,276
2018-08-09,1731,1432,1584,1505,,,,1896,932,867,1835,,,574
2018-08-10,1733,1291,1752,1594,,,,2371,1075,980,2352,,,658
2018-08-11,2088,1527,2292,2086,,,,2699,1360,1268,2847,,,682
2018-08-12,2324,1775,2298,2317,,,,2688,1497,1376,3138,,,824
2018-08-13,1696,1721,1553,2116,,,,1041,1314,1096,2465,,,534
2018-08-14,1653,1523,1801,1700,,,,1016,1388,1172,2493,,,516
2018-08-15,2352,1642,2333,2209,,,,2717,1457,1459,3308,,,774
2018-08-16,2172,1477,2161,2017,,,,2376,1320,1289,3027,,,756
2018-08-17,2332,1476,2231,2160,,,,2368,1408,1332,2970,,,760
2018-08-18,2561,1932,2703,2497,,,,2541,1658,1578,3613,,,900
2018-08-19,1035,1122,1014,834,,,,1391,484,556,1042,,,470
2018-08-20,1439,1741,1505,1998,,,,974,1157,981,2325,,,634
2018-08-21,1646,1644,1847,1689,,,,993,1557,1379,2566,,,508
2018-08-22,2443,1606,2327,2207,,,,2636,1459,1448,3370,,,830
2018-08-23,1551,1092,1731,1493,,,,2015,850,902,1973,,,610
2018-08-24,1602,1213,1474,1278,,,,1977,865,906,1780,,,618
2018-08-25,2429,2734,2490,2483,,,,2727,1625,1457,3527,,,872
2018-08-26,2294,1434,2105,2224,,,,2210,1409,1331,3042,,,760
2018-08-27,1484,1229,1395,1851,,,,1009,1221,1056,2332,,,510
2018-08-28,1197,1185,1693,1008,,,,995,734,649,1243,,,448
2018-08-29,1892,1282,1947,1737,,,,2230,1245,1162,2639,,,592
2018-08-30,1900,1101,1943,1812,,,,2357,1248,1153,2630,,,704
2018-08-31,1781,1099,1635,1427,,,,2238,978,1027,2158,,,630
2018-09-01,2178,2735,2249,2043,,,,2738,1448,1374,3036,,,810
2018-09-02,1984,3811,2064,1978,,,,2167,1314,1239,2769,,,692
2018-09-03,1290,1097,1453,1689,,,,1026,948,834,2000,,,486
2018-09-04,700,1040,692,714,,,,989,418,369,719,,,306
2018-09-05,1372,1274,1309,1689,,,,2062,969,775,2015,,,314
2018-09-06,2298,1663,2342,2035,,,,2184,1402,1446,3148,,,842
2018-09-07,2098,1281,2075,1786,,,,2260,1109,1179,2594,,,736
2018-09-08,2252,2276,2284,2044,,,,2691,1300,1334,2814,,,870
2018-09-09,2466,2162,2292,2158,,,,2131,1368,1362,3099,,,826
2018-09-10,1425,4455,1290,1633,,,,1033,1055,977,1881,,,644
2018-09-11,1370,4710,1277,1607,,,,1018,1048,974,1823,,,464
2018-09-12,1534,1741,1409,1119,,,,2431,644,682,1519,,,506
2018-09-13,1750,1632,1523,1335,,,,2251,779,849,1724,,,606
2018-09-14,2680,2140,2334,2094,,,,2228,1346,1465,3069,,,846
2018-09-15,2754,2262,2592,2433,,,,2698,1521,1564,3476,,,870
2018-09-16,2540,1821,2315,2198,,,,2801,1381,1407,3034,,,910
2018-09-17,1545,1224,1256,1714,,,,1009,968,979,1925,,,698
2018-09-18,1768,1252,1340,1743,,,,928,1086,1123,2160,,,450
2018-09-19,2533,1515,2454,2030,,,,3021,1333,1400,3057,,,806
2018-09-20,2498,1789,2553,2143,,,,3016,1369,1404,3075,,,814
2018-09-21,2347,1699,2171,1900,,,,2970,1222,1259,2781,,,822
2018-09-22,1916,1636,1703,1599,,,,2460,812,880,1907,,,640
2018-09-23,964,1029,802,780,,,,1286,1412,1367,734,,,402
2018-09-24,1297,3490,984,1527,,,,1125,648,675,1296,,,486
2018-09-25,1041,1665,778,1030,,,,850,609,587,1053,,,430
2018-09-26,1774,7617,1312,1360,,,,1763,708,736,1355,,,524
2018-09-27,753,1044,646,576,,,,1041,297,343,664,,,292
2018-09-28,1675,1663,1253,1294,,,,2029,681,768,1569,,,622
2018-09-29,2070,2052,2092,1926,,,,2716,1122,1099,2530,,,724
2018-09-30,1860,1612,1787,1574,,,,2425,1076,1039,2201,,,746
2018-10-01,851,1402,748,900,,,,720,512,526,886,,,436
2018-10-02,683,1038,485,607,,,,527,325,380,552,,,296
2018-10-03,1838,1666,1611,1454,,,,2296,893,852,2026,,,634
2018-10-04,955,1283,859,795,,,,1297,368,423,816,,,402
2018-10-05,1807,1492,1593,1535,,,,2352,845,902,1979,,,664
2018-10-06,1438,2908,1153,1149,,,,1615,763,739,1410,,,518
2018-10-07,1439,3221,1416,1314,,,,1819,697,727,1640,,,542
2018-10-08,561,846,398,531,,,,401,226,275,417,,,226
2018-10-09,555,1057,431,581,,,,376,269,246,601,,,190
2018-10-10,463,953,414,461,,,,304,227,175,457,,,132
2018-10-11,1982,1964,1309,1611,,,,2277,1085,1093,2397,,,660
2018-10-12,1897,1924,1437,1593,,,,2301,1038,1081,2264,,,626
2018-10-13,1190,1220,879,1004,,,,1611,455,544,1076,,,464
2018-10-14,1554,2325,1131,1297,,,,2032,686,738,1481,,,584
2018-10-15,678,1522,593,730,,,,580,371,379,600,,,334
2018-10-16,868,2491,702,900,,,,573,533,509,990,,,310
2018-10-17,1069,1052,854,860,,,,1498,499,515,1133,,,384
2018-10-18,1465,1585,1150,1209,,,,1980,703,797,1495,,,554
2018-10-19,1448,1401,1169,1115,,,,1892,567,647,1237,,,474
2018-10-20,1209,2179,998,1065,,,,1677,515,569,1197,,,482
2018-10-21,1451,2987,999,1305,,,,1839,774,820,1675,,,554
2018-10-22,638,1263,423,445,,,,476,284,316,481,,,286
2018-10-23,439,897,293,290,,,,350,166,175,226,,,198
2018-10-24,1068,1010,1046,889,,,,1623,478,526,1130,,,436
