Date,ADAWE BIKE,ADAWE PED,ALEX,COBY,CRTZ,LBAY,LLYN,LMET,OBVW,OGLD,ORPY,OYNG,PORTAGE,SOMO
2018-10-25,1148,2088,1172,994,,,,1731,587,616,1298,,,490
2018-10-26,1261,1767,998,1004,,,,1762,654,675,1384,,,480
2018-10-27,1069,1140,952,904,,,,1636,548,573,1149,,,
2018-10-28,1054,1515,838,873,,,,1543,543,571,1158,,,
2018-10-29,370,1455,289,319,,,,300,142,137,206,,,
2018-10-30,215,611,128,96,,,,159,1,73,71,,,
2018-10-31,879,1113,737,652,,,,1253,0,419,778,,,
2018-11-01,1221,1591,1028,983,,,,1688,232,704,1284,,,
2018-11-02,572,951,582,431,,,,910,241,293,521,,,
2018-11-03,993,1380,1015,840,,,,1497,490,477,1067,,,
2018-11-04,654,851,612,405,,,,461,285,303,576,,,
2018-11-05,297,690,80,95,,,,106,71,93,52,,,
2018-11-06,689,1811,,,,,,184,349,358,,,,
2018-11-07,864,1125,,,,,,601,425,482,,,,
2018-11-08,691,1205,,,,,,459,335,355,,,,
2018-11-09,1087,1313,,,,,,737,500,536,,,,
2018-11-10,1052,1446,,,,,,744,518,537,,,,
2018-11-11,674,992,,,,,,903,287,285,,,,
2018-11-12,205,725,,,,,,79,30,47,,,,
2018-11-13,295,1145,,,,,,120,116,118,,,,
2018-11-14,488,1382,,,,,,181,129,137,,,,
2018-11-15,380,1091,,,,,,269,150,162,,,,
2018-11-16,354,1209,,,,,,267,124,151,,,,
2018-11-17,414,1115,,,,,,291,153,207,,,,
2018-11-18,160,882,,,,,,112,33,43,,,,
2018-11-19,143,821,,,,,,36,8,21,,,,
2018-11-20,117,849,,,,,,45,13,38,,,,
2018-11-21,347,1179,,,,,,247,28,126,,,,
2018-11-22,231,1085,,,,,,216,,,,,,
2018-11-23,242,1266,,,,,,187,28,99,,,,
2018-11-24,226,1116,,,,,,185,21,96,,,,
2018-11-25,225,959,,,,,,163,288,311,,,,
2018-11-26,157,905,,,,,,56,9,31,,,,
2018-11-27,101,722,,,,,,41,122,154,,,,
2018-11-28,305,854,,,,,,209,11,298,,,,
2018-11-29,314,868,,,,,,180,217,81,,,,
2018-11-30,311,1167,,,,,,241,26,277,,,,
2018-12-01,314,1151,,,,,,270,301,154,,,,
2018-12-02,298,1092,,,,,,251,28,246,,,,
2018-12-03,181,848,,,,,,80,21,56,,,,
2018-12-04,84,478,,,,,,25,3,174,,,,
2018-12-05,261,897,,,,,,196,156,108,,,,
2018-12-06,269,1133,,,,,,234,19,200,,,,
2018-12-07,264,1065,,,,,,215,175,273,,,,
2018-12-08,241,978,,,,,,198,26,117,,,,
2018-12-09,236,894,,,,,,191,168,231,,,,
2018-12-10,101,625,,,,,,28,3,17,,,,
2018-12-11,136,695,,,,,,35,62,132,,,,
2018-12-12,261,1097,,,,,,193,33,135,,,,
2018-12-13,224,964,,,,,,191,119,146,,,,
2018-12-14,291,1135,,,,,,197,24,118,,,,
2018-12-15,231,823,,,,,,182,132,151,,,,
2018-12-16,206,769,,,,,,165,23,103,,,,
2018-12-17,389,992,,,,,,49,4,34,,,,
2018-12-18,171,837,,,,,,35,16,30,,,,
2018-12-19,282,860,,,,,,208,51,176,,,,
2018-12-20,225,924,,,,,,206,27,109,,,,
2018-12-21,258,953,,,,,,190,58,205,,,,
2018-12-22,267,954,,,,,,262,34,118,,,,
2018-12-23,300,497,,,,,,104,6,60,,,,
2018-12-24,66,397,,,,,,34,1,19,,,,
2018-12-25,70,622,,,,,,28,10,24,,,,
2018-12-26,116,444,,,,,,64,10,41,,,,
2018-12-27,23,638,,,,,,12,8,6,,,,
2018-12-28,52,465,,,,,,23,2,20,,,,
2018-12-29,107,499,,,,,,71,12,34,,,,
2018-12-30,112,482,,,,,,61,2,20,,,,
2018-12-31,294,455,,,,,,26,2,20,,,,
2019-01-01,93,506,,,,,,30,6,11,,,,
2019-01-02,147,646,,,,,,77,10,74,,,,
