location_name,location_id,count,day,day_of_year,day_of_week,MaxTemp,MeanTemp,MinTemp,SnowonGrndcm,TotalPrecipmm,TotalRainmm,TotalSnowcm
ALEX,2,456,100,100,6.0,13.0,8.7,4.3,0.0,1.3,1.3,0.0
COBY,3,493,100,100,6.0,13.0,8.7,4.3,0.0,1.3,1.3,0.0
ORPY,10,786,100,100,6.0,13.0,8.7,4.3,0.0,1.3,1.3,0.0
ALEX,2,1050,101,101,0.0,13.4,7.5,1.5,0.0,0.0,0.0,0.0
COBY,3,597,101,101,0.0,13.4,7.5,1.5,0.0,0.0,0.0,0.0
ORPY,10,1420,101,101,0.0,13.4,7.5,1.5,0.0,0.0,0.0,0.0
ALEX,2,1265,102,102,1.0,14.4,7.1,-0.3,0.0,0.0,0.0,0.0
COBY,3,826,102,102,1.0,14.4,7.1,-0.3,0.0,0.0,0.0,0.0
ORPY,10,1773,102,102,1.0,14.4,7.1,-0.3,0.0,0.0,0.0,0.0
ALEX,2,1475,103,103,2.0,18.0,9.5,0.9,0.0,0.0,0.0,0.0
COBY,3,1023,103,103,2.0,18.0,9.5,0.9,0.0,0.0,0.0,0.0
ORPY,10,1933,103,103,2.0,18.0,9.5,0.9,0.0,0.0,0.0,0.0
ALEX,2,1121,104,104,3.0,14.9,8.4,1.9,0.0,1.6,1.6,0.0
COBY,3,646,104,104,3.0,14.9,8.4,1.9,0.0,1.6,1.6,0.0
ORPY,10,1128,104,104,3.0,14.9,8.4,1.9,0.0,1.6,1.6,0.0
ALEX,2,499,105,105,4.0,7.3,5.6,3.9,0.0,10.1,10.1,0.0
COBY,3,271,105,105,4.0,7.3,5.6,3.9,0.0,10.1,10.1,0.0
ORPY,10,444,105,105,4.0,7.3,5.6,3.9,0.0,10.1,10.1,0.0
ALEX,2,179,106,106,5.0,7.5,5.7,3.8,0.0,4.4,4.4,0.0
COBY,3,156,106,106,5.0,7.5,5.7,3.8,0.0,4.4,4.4,0.0
ORPY,10,125,106,106,5.0,7.5,5.7,3.8,0.0,4.4,4.4,0.0
ALEX,2,646,107,107,6.0,14.5,7.6,0.6,0.0,0.0,0.0,0.0
COBY,3,587,107,107,6.0,14.5,7.6,0.6,0.0,0.0,0.0,0.0
ORPY,10,935,107,107,6.0,14.5,7.6,0.6,0.0,0.0,0.0,0.0
ALEX,2,1375,108,108,0.0,17.4,10.9,4.4,0.0,0.0,0.0,0.0
COBY,3,839,108,108,0.0,17.4,10.9,4.4,0.0,0.0,0.0,0.0
ORPY,10,1804,108,108,0.0,17.4,10.9,4.4,0.0,0.0,0.0,0.0
ALEX,2,1566,109,109,1.0,20.2,12.7,5.2,0.0,0.0,0.0,0.0
COBY,3,1043,109,109,1.0,20.2,12.7,5.2,0.0,0.0,0.0,0.0
ORPY,10,2057,109,109,1.0,20.2,12.7,5.2,0.0,0.0,0.0,0.0
ALEX,2,1456,110,110,2.0,18.1,11.2,4.2,0.0,0.0,0.0,0.0
COBY,3,951,110,110,2.0,18.1,11.2,4.2,0.0,0.0,0.0,0.0
ORPY,10,1904,110,110,2.0,18.1,11.2,4.2,0.0,0.0,0.0,0.0
ALEX,2,1141,111,111,3.0,9.8,6.7,3.6,0.0,0.0,0.0,0.0
COBY,3,587,111,111,3.0,9.8,6.7,3.6,0.0,0.0,0.0,0.0
ORPY,10,1164,111,111,3.0,9.8,6.7,3.6,0.0,0.0,0.0,0.0
ALEX,2,1243,112,112,4.0,14.8,7.7,0.5,0.0,0.0,0.0,0.0
COBY,3,803,112,112,4.0,14.8,7.7,0.5,0.0,0.0,0.0,0.0
ORPY,10,1595,112,112,4.0,14.8,7.7,0.5,0.0,0.0,0.0,0.0
ALEX,2,1140,113,113,5.0,20.2,10.0,-0.2,0.0,0.0,0.0,0.0
COBY,3,1411,113,113,5.0,20.2,10.0,-0.2,0.0,0.0,0.0,0.0
ORPY,10,2054,113,113,5.0,20.2,10.0,-0.2,0.0,0.0,0.0,0.0
ALEX,2,975,114,114,6.0,17.4,11.6,5.8,0.0,0.0,0.0,0.0
COBY,3,1153,114,114,6.0,17.4,11.6,5.8,0.0,0.0,0.0,0.0
ORPY,10,1501,114,114,6.0,17.4,11.6,5.8,0.0,0.0,0.0,0.0
ALEX,2,1504,115,115,0.0,18.4,11.8,5.2,0.0,2.4,0.0,2.4
COBY,3,1151,115,115,0.0,18.4,11.8,5.2,0.0,2.4,0.0,2.4
ORPY,10,2150,115,115,0.0,18.4,11.8,5.2,0.0,2.4,0.0,2.4
ALEX,2,625,116,116,1.0,8.2,4.4,0.6,0.0,3.8,0.8,3.0
COBY,3,272,116,116,1.0,8.2,4.4,0.6,0.0,3.8,0.8,3.0
ORPY,10,460,116,116,1.0,8.2,4.4,0.6,0.0,3.8,0.8,3.0
ALEX,2,1285,117,117,2.0,14.7,8.1,1.4,0.0,0.0,0.0,0.0
COBY,3,703,117,117,2.0,14.7,8.1,1.4,0.0,0.0,0.0,0.0
ORPY,10,1242,117,117,2.0,14.7,8.1,1.4,0.0,0.0,0.0,0.0
ALEX,2,1583,118,118,3.0,15.8,9.1,2.4,0.0,0.0,0.0,0.0
COBY,3,974,118,118,3.0,15.8,9.1,2.4,0.0,0.0,0.0,0.0
ORPY,10,1761,118,118,3.0,15.8,9.1,2.4,0.0,0.0,0.0,0.0
ALEX,2,1414,119,119,4.0,17.4,10.7,4.0,0.0,0.0,0.0,0.0
COBY,3,877,119,119,4.0,17.4,10.7,4.0,0.0,0.0,0.0,0.0
ORPY,10,1531,119,119,4.0,17.4,10.7,4.0,0.0,0.0,0.0,0.0
ALEX,2,663,120,120,5.0,20.0,14.0,7.9,0.0,1.0,1.0,0.0
COBY,3,867,120,120,5.0,20.0,14.0,7.9,0.0,1.0,1.0,0.0
ORPY,10,1023,120,120,5.0,20.0,14.0,7.9,0.0,1.0,1.0,0.0
ALEX,2,780,121,121,6.0,26.3,18.6,10.8,0.0,8.9,8.9,0.0
COBY,3,1054,121,121,6.0,26.3,18.6,10.8,0.0,8.9,8.9,0.0
ORPY,10,1808,121,121,6.0,26.3,18.6,10.8,0.0,8.9,8.9,0.0
ALEX,2,674,122,122,0.0,23.5,19.9,16.3,0.0,1.0,1.0,0.0
COBY,3,702,122,122,0.0,23.5,19.9,16.3,0.0,1.0,1.0,0.0
ORPY,10,1194,122,122,0.0,23.5,19.9,16.3,0.0,1.0,1.0,0.0
ALEX,2,539,123,123,1.0,21.8,16.4,11.0,0.0,1.8,1.8,0.0
COBY,3,857,123,123,1.0,21.8,16.4,11.0,0.0,1.8,1.8,0.0
ORPY,10,1560,123,123,1.0,21.8,16.4,11.0,0.0,1.8,1.8,0.0
ALEX,2,577,124,124,2.0,24.5,16.0,7.4,0.0,7.4,7.4,0.0
COBY,3,1211,124,124,2.0,24.5,16.0,7.4,0.0,7.4,7.4,0.0
ORPY,10,2335,124,124,2.0,24.5,16.0,7.4,0.0,7.4,7.4,0.0
ALEX,2,1159,125,125,3.0,16.8,13.5,10.1,0.0,0.3,0.3,0.0
COBY,3,858,125,125,3.0,16.8,13.5,10.1,0.0,0.3,0.3,0.0
ORPY,10,1419,125,125,3.0,16.8,13.5,10.1,0.0,0.3,0.3,0.0
ALEX,2,1205,126,126,4.0,12.1,7.9,3.6,0.0,4.8,4.8,0.0
COBY,3,914,126,126,4.0,12.1,7.9,3.6,0.0,4.8,4.8,0.0
ORPY,10,1847,126,126,4.0,12.1,7.9,3.6,0.0,4.8,4.8,0.0
ALEX,2,114,127,127,5.0,6.6,5.1,3.5,0.0,5.2,5.2,0.0
COBY,3,184,127,127,5.0,6.6,5.1,3.5,0.0,5.2,5.2,0.0
ORPY,10,85,127,127,5.0,6.6,5.1,3.5,0.0,5.2,5.2,0.0
ALEX,2,223,128,128,6.0,4.6,2.3,0.0,0.0,0.0,0.0,0.0
COBY,3,174,128,128,6.0,4.6,2.3,0.0,0.0,0.0,0.0,0.0
ORPY,10,166,128,128,6.0,4.6,2.3,0.0,0.0,0.0,0.0,0.0
ALEX,2,1013,129,129,0.0,11.5,5.8,0.0,0.0,0.0,0.0,0.0
COBY,3,749,129,129,0.0,11.5,5.8,0.0,0.0,0.0,0.0,0.0
ORPY,10,1470,129,129,0.0,11.5,5.8,0.0,0.0,0.0,0.0,0.0
ALEX,2,1375,130,130,1.0,16.7,7.7,-1.3,0.0,0.0,0.0,0.0
COBY,3,1148,130,130,1.0,16.7,7.7,-1.3,0.0,0.0,0.0,0.0
ORPY,10,2104,130,130,1.0,16.7,7.7,-1.3,0.0,0.0,0.0,0.0
ALEX,2,1373,131,131,2.0,16.5,10.8,5.1,0.0,0.0,0.0,0.0
COBY,3,1029,131,131,2.0,16.5,10.8,5.1,0.0,0.0,0.0,0.0
ORPY,10,2046,131,131,2.0,16.5,10.8,5.1,0.0,0.0,0.0,0.0
ALEX,2,1481,132,132,3.0,17.5,10.0,2.5,0.0,0.3,0.3,0.0
COBY,3,1218,132,132,3.0,17.5,10.0,2.5,0.0,0.3,0.3,0.0
ORPY,10,2315,132,132,3.0,17.5,10.0,2.5,0.0,0.3,0.3,0.0
ALEX,2,1035,133,133,4.0,19.0,14.0,8.9,0.0,0.0,0.0,0.0
COBY,3,926,133,133,4.0,19.0,14.0,8.9,0.0,0.0,0.0,0.0
ORPY,10,1295,133,133,4.0,19.0,14.0,8.9,0.0,0.0,0.0,0.0
ALEX,2,723,134,134,5.0,17.1,13.5,9.8,0.0,0.0,0.0,0.0
COBY,3,1123,134,134,5.0,17.1,13.5,9.8,0.0,0.0,0.0,0.0
ORPY,10,1139,134,134,5.0,17.1,13.5,9.8,0.0,0.0,0.0,0.0
ALEX,2,1499,135,135,6.0,22.7,14.4,6.0,0.0,0.0,0.0,0.0
COBY,3,2189,135,135,6.0,22.7,14.4,6.0,0.0,0.0,0.0,0.0
ORPY,10,3418,135,135,6.0,22.7,14.4,6.0,0.0,0.0,0.0,0.0
ALEX,2,1536,136,136,0.0,25.2,14.9,4.6,0.0,0.0,0.0,0.0
COBY,3,1533,136,136,0.0,25.2,14.9,4.6,0.0,0.0,0.0,0.0
ORPY,10,3119,136,136,0.0,25.2,14.9,4.6,0.0,0.0,0.0,0.0
ALEX,2,1724,137,137,1.0,24.9,16.7,8.4,0.0,0.0,0.0,0.0
COBY,3,1493,137,137,1.0,24.9,16.7,8.4,0.0,0.0,0.0,0.0
ORPY,10,2924,137,137,1.0,24.9,16.7,8.4,0.0,0.0,0.0,0.0
ALEX,2,1871,138,138,2.0,23.9,16.9,9.9,0.0,0.0,0.0,0.0
COBY,3,1776,138,138,2.0,23.9,16.9,9.9,0.0,0.0,0.0,0.0
ORPY,10,3084,138,138,2.0,23.9,16.9,9.9,0.0,0.0,0.0,0.0
ALEX,2,1507,139,139,3.0,27.5,20.0,12.4,0.0,0.0,0.0,0.0
COBY,3,1521,139,139,3.0,27.5,20.0,12.4,0.0,0.0,0.0,0.0
ORPY,10,2511,139,139,3.0,27.5,20.0,12.4,0.0,0.0,0.0,0.0
ALEX,2,1513,140,140,4.0,23.2,17.1,11.0,0.0,0.0,0.0,0.0
COBY,3,1749,140,140,4.0,23.2,17.1,11.0,0.0,0.0,0.0,0.0
ORPY,10,2685,140,140,4.0,23.2,17.1,11.0,0.0,0.0,0.0,0.0
ALEX,2,774,141,141,5.0,25.6,19.3,12.9,0.0,4.3,4.3,0.0
COBY,3,1095,141,141,5.0,25.6,19.3,12.9,0.0,4.3,4.3,0.0
ORPY,10,1166,141,141,5.0,25.6,19.3,12.9,0.0,4.3,4.3,0.0
ALEX,2,1412,142,142,6.0,26.8,20.2,13.5,0.0,0.0,0.0,0.0
COBY,3,1601,142,142,6.0,26.8,20.2,13.5,0.0,0.0,0.0,0.0
ORPY,10,2651,142,142,6.0,26.8,20.2,13.5,0.0,0.0,0.0,0.0
ALEX,2,1335,143,143,0.0,29.7,22.7,15.6,0.0,0.0,0.0,0.0
COBY,3,1982,143,143,0.0,29.7,22.7,15.6,0.0,0.0,0.0,0.0
ORPY,10,3446,143,143,0.0,29.7,22.7,15.6,0.0,0.0,0.0,0.0
ALEX,2,1555,144,144,1.0,32.3,24.6,16.8,0.0,0.0,0.0,0.0
COBY,3,1468,144,144,1.0,32.3,24.6,16.8,0.0,0.0,0.0,0.0
ORPY,10,2779,144,144,1.0,32.3,24.6,16.8,0.0,0.0,0.0,0.0
ALEX,2,1520,145,145,2.0,35.2,28.1,21.0,0.0,0.0,0.0,0.0
COBY,3,1510,145,145,2.0,35.2,28.1,21.0,0.0,0.0,0.0,0.0
ORPY,10,2579,145,145,2.0,35.2,28.1,21.0,0.0,0.0,0.0,0.0
ALEX,2,1831,146,146,3.0,25.8,21.5,17.1,0.0,0.0,0.0,0.0
COBY,3,1522,146,146,3.0,25.8,21.5,17.1,0.0,0.0,0.0,0.0
ORPY,10,2699,146,146,3.0,25.8,21.5,17.1,0.0,0.0,0.0,0.0
ALEX,2,1563,147,147,4.0,25.9,20.4,14.8,0.0,3.2,3.2,0.0
COBY,3,1620,147,147,4.0,25.9,20.4,14.8,0.0,3.2,3.2,0.0
ORPY,10,2428,147,147,4.0,25.9,20.4,14.8,0.0,3.2,3.2,0.0
ALEX,2,965,148,148,5.0,25.1,21.2,17.2,0.0,0.0,0.0,0.0
COBY,3,1313,148,148,5.0,25.1,21.2,17.2,0.0,0.0,0.0,0.0
ORPY,10,1992,148,148,5.0,25.1,21.2,17.2,0.0,0.0,0.0,0.0
ALEX,2,1014,149,149,6.0,21.2,18.5,15.7,0.0,0.0,0.0,0.0
COBY,3,1196,149,149,6.0,21.2,18.5,15.7,0.0,0.0,0.0,0.0
ORPY,10,1654,149,149,6.0,21.2,18.5,15.7,0.0,0.0,0.0,0.0
ALEX,2,1455,150,150,0.0,24.2,18.7,13.2,0.0,6.4,6.4,0.0
COBY,3,1221,150,150,0.0,24.2,18.7,13.2,0.0,6.4,6.4,0.0
ORPY,10,2601,150,150,0.0,24.2,18.7,13.2,0.0,6.4,6.4,0.0
ALEX,2,0,151,151,1.0,25.5,21.8,18.1,0.0,1.3,1.3,0.0
COBY,3,1103,151,151,1.0,25.5,21.8,18.1,0.0,1.3,1.3,0.0
ORPY,10,1405,151,151,1.0,25.5,21.8,18.1,0.0,1.3,1.3,0.0
ALEX,2,0,152,152,2.0,27.3,20.9,14.4,0.0,9.2,9.2,0.0
COBY,3,1469,152,152,2.0,27.3,20.9,14.4,0.0,9.2,9.2,0.0
ORPY,10,2809,152,152,2.0,27.3,20.9,14.4,0.0,9.2,9.2,0.0
ALEX,2,0,153,153,3.0,18.6,17.3,16.0,0.0,0.6,0.6,0.0
COBY,3,1012,153,153,3.0,18.6,17.3,16.0,0.0,0.6,0.6,0.0
ORPY,10,1630,153,153,3.0,18.6,17.3,16.0,0.0,0.6,0.6,0.0
ALEX,2,0,154,154,4.0,25.0,19.2,13.4,0.0,1.4,1.4,0.0
COBY,3,1631,154,154,4.0,25.0,19.2,13.4,0.0,1.4,1.4,0.0
ORPY,10,2957,154,154,4.0,25.0,19.2,13.4,0.0,1.4,1.4,0.0
ALEX,2,0,155,155,5.0,24.6,20.4,16.2,0.0,5.8,5.8,0.0
COBY,3,837,155,155,5.0,24.6,20.4,16.2,0.0,5.8,5.8,0.0
ORPY,10,879,155,155,5.0,24.6,20.4,16.2,0.0,5.8,5.8,0.0
ALEX,2,0,156,156,6.0,14.5,12.0,9.5,0.0,3.4,3.4,0.0
COBY,3,256,156,156,6.0,14.5,12.0,9.5,0.0,3.4,3.4,0.0
ORPY,10,288,156,156,6.0,14.5,12.0,9.5,0.0,3.4,3.4,0.0
ALEX,2,0,157,157,0.0,18.8,14.2,9.6,0.0,0.0,0.0,0.0
COBY,3,1276,157,157,0.0,18.8,14.2,9.6,0.0,0.0,0.0,0.0
ORPY,10,2640,157,157,0.0,18.8,14.2,9.6,0.0,0.0,0.0,0.0
ALEX,2,0,158,158,1.0,20.5,15.0,9.5,0.0,0.0,0.0,0.0
COBY,3,1420,158,158,1.0,20.5,15.0,9.5,0.0,0.0,0.0,0.0
ORPY,10,3180,158,158,1.0,20.5,15.0,9.5,0.0,0.0,0.0,0.0
ALEX,2,0,159,159,2.0,21.5,14.9,8.2,0.0,4.6,4.6,0.0
COBY,3,1259,159,159,2.0,21.5,14.9,8.2,0.0,4.6,4.6,0.0
ORPY,10,2393,159,159,2.0,21.5,14.9,8.2,0.0,4.6,4.6,0.0
ALEX,2,0,160,160,3.0,17.8,14.9,11.9,0.0,0.6,0.6,0.0
COBY,3,952,160,160,3.0,17.8,14.9,11.9,0.0,0.6,0.6,0.0
ORPY,10,1176,160,160,3.0,17.8,14.9,11.9,0.0,0.6,0.6,0.0
ALEX,2,0,161,161,4.0,23.5,16.0,8.4,0.0,6.2,6.2,0.0
COBY,3,1589,161,161,4.0,23.5,16.0,8.4,0.0,6.2,6.2,0.0
ORPY,10,2933,161,161,4.0,23.5,16.0,8.4,0.0,6.2,6.2,0.0
ALEX,2,0,162,162,5.0,21.8,18.7,15.5,0.0,2.2,2.2,0.0
COBY,3,674,162,162,5.0,21.8,18.7,15.5,0.0,2.2,2.2,0.0
ORPY,10,930,162,162,5.0,21.8,18.7,15.5,0.0,2.2,2.2,0.0
ALEX,2,0,163,163,6.0,26.7,20.2,13.7,0.0,0.2,0.2,0.0
COBY,3,1326,163,163,6.0,26.7,20.2,13.7,0.0,0.2,0.2,0.0
ORPY,10,2761,163,163,6.0,26.7,20.2,13.7,0.0,0.2,0.2,0.0
ALEX,2,0,164,164,0.0,20.7,16.8,12.8,0.0,1.4,1.4,0.0
COBY,3,1123,164,164,0.0,20.7,16.8,12.8,0.0,1.4,1.4,0.0
ORPY,10,2021,164,164,0.0,20.7,16.8,12.8,0.0,1.4,1.4,0.0
ALEX,2,0,165,165,1.0,23.3,17.1,10.9,0.0,0.0,0.0,0.0
COBY,3,1806,165,165,1.0,23.3,17.1,10.9,0.0,0.0,0.0,0.0
ORPY,10,3525,165,165,1.0,23.3,17.1,10.9,0.0,0.0,0.0,0.0
ALEX,2,0,166,166,2.0,18.9,15.8,12.6,0.0,20.2,20.2,0.0
COBY,3,731,166,166,2.0,18.9,15.8,12.6,0.0,20.2,20.2,0.0
ORPY,10,1182,166,166,2.0,18.9,15.8,12.6,0.0,20.2,20.2,0.0
ALEX,2,0,167,167,3.0,27.0,20.5,14.0,0.0,0.0,0.0,0.0
COBY,3,1965,167,167,3.0,27.0,20.5,14.0,0.0,0.0,0.0,0.0
ORPY,10,2828,167,167,3.0,27.0,20.5,14.0,0.0,0.0,0.0,0.0
ALEX,2,0,168,168,4.0,28.4,22.0,15.6,0.0,0.0,0.0,0.0
COBY,3,1761,168,168,4.0,28.4,22.0,15.6,0.0,0.0,0.0,0.0
ORPY,10,3040,168,168,4.0,28.4,22.0,15.6,0.0,0.0,0.0,0.0
ALEX,2,0,169,169,5.0,28.6,22.6,16.5,0.0,3.8,3.8,0.0
COBY,3,965,169,169,5.0,28.6,22.6,16.5,0.0,3.8,3.8,0.0
ORPY,10,1233,169,169,5.0,28.6,22.6,16.5,0.0,3.8,3.8,0.0
ALEX,2,0,170,170,6.0,25.9,22.6,19.3,0.0,5.4,5.4,0.0
COBY,3,1098,170,170,6.0,25.9,22.6,19.3,0.0,5.4,5.4,0.0
ORPY,10,2152,170,170,6.0,25.9,22.6,19.3,0.0,5.4,5.4,0.0
ALEX,2,0,171,171,0.0,25.5,19.9,14.3,0.0,0.0,0.0,0.0
COBY,3,1796,171,171,0.0,25.5,19.9,14.3,0.0,0.0,0.0,0.0
ORPY,10,3616,171,171,0.0,25.5,19.9,14.3,0.0,0.0,0.0,0.0
ALEX,2,0,172,172,1.0,25.6,19.7,13.7,0.0,2.7,2.7,0.0
COBY,3,1555,172,172,1.0,25.6,19.7,13.7,0.0,2.7,2.7,0.0
ORPY,10,2660,172,172,1.0,25.6,19.7,13.7,0.0,2.7,2.7,0.0
ALEX,2,0,173,173,2.0,27.3,22.3,17.2,0.0,3.8,3.8,0.0
COBY,3,1571,173,173,2.0,27.3,22.3,17.2,0.0,3.8,3.8,0.0
ORPY,10,2260,173,173,2.0,27.3,22.3,17.2,0.0,3.8,3.8,0.0
ALEX,2,0,174,174,3.0,22.6,20.2,17.8,0.0,9.1,9.1,0.0
COBY,3,1072,174,174,3.0,22.6,20.2,17.8,0.0,9.1,9.1,0.0
ORPY,10,1451,174,174,3.0,22.6,20.2,17.8,0.0,9.1,9.1,0.0
ALEX,2,0,175,175,4.0,23.5,17.8,12.0,0.0,0.4,0.4,0.0
COBY,3,1664,175,175,4.0,23.5,17.8,12.0,0.0,0.4,0.4,0.0
ORPY,10,2822,175,175,4.0,23.5,17.8,12.0,0.0,0.4,0.4,0.0
ALEX,2,0,176,176,5.0,21.1,18.4,15.6,0.0,1.0,1.0,0.0
COBY,3,606,176,176,5.0,21.1,18.4,15.6,0.0,1.0,1.0,0.0
ORPY,10,891,176,176,5.0,21.1,18.4,15.6,0.0,1.0,1.0,0.0
ALEX,2,0,177,177,6.0,23.5,19.2,14.8,0.0,10.5,10.5,0.0
COBY,3,1000,177,177,6.0,23.5,19.2,14.8,0.0,10.5,10.5,0.0
ORPY,10,2033,177,177,6.0,23.5,19.2,14.8,0.0,10.5,10.5,0.0
ALEX,2,0,178,178,0.0,29.5,24.0,18.4,0.0,1.9,1.9,0.0
COBY,3,929,178,178,0.0,29.5,24.0,18.4,0.0,1.9,1.9,0.0
ORPY,10,1778,178,178,0.0,29.5,24.0,18.4,0.0,1.9,1.9,0.0
ALEX,2,0,179,179,1.0,19.9,16.5,13.1,0.0,0.2,0.2,0.0
COBY,3,1028,179,179,1.0,19.9,16.5,13.1,0.0,0.2,0.2,0.0
ORPY,10,2041,179,179,1.0,19.9,16.5,13.1,0.0,0.2,0.2,0.0
ALEX,2,0,180,180,2.0,18.9,14.9,10.9,0.0,5.6,5.6,0.0
COBY,3,1135,180,180,2.0,18.9,14.9,10.9,0.0,5.6,5.6,0.0
ORPY,10,1952,180,180,2.0,18.9,14.9,10.9,0.0,5.6,5.6,0.0
ALEX,2,0,181,181,3.0,21.8,16.3,10.8,0.0,0.0,0.0,0.0
COBY,3,2008,181,181,3.0,21.8,16.3,10.8,0.0,0.0,0.0,0.0
ORPY,10,4060,181,181,3.0,21.8,16.3,10.8,0.0,0.0,0.0,0.0
ALEX,2,0,182,182,4.0,25.3,18.8,12.3,0.0,0.0,0.0,0.0
COBY,3,1714,182,182,4.0,25.3,18.8,12.3,0.0,0.0,0.0,0.0
ORPY,10,2724,182,182,4.0,25.3,18.8,12.3,0.0,0.0,0.0,0.0
ALEX,2,0,183,183,5.0,30.0,21.3,12.6,0.0,0.0,0.0,0.0
COBY,3,1612,183,183,5.0,30.0,21.3,12.6,0.0,0.0,0.0,0.0
ORPY,10,2150,183,183,5.0,30.0,21.3,12.6,0.0,0.0,0.0,0.0
ALEX,2,0,184,184,6.0,32.2,25.1,17.9,0.0,0.0,0.0,0.0
COBY,3,982,184,184,6.0,32.2,25.1,17.9,0.0,0.0,0.0,0.0
ORPY,10,2113,184,184,6.0,32.2,25.1,17.9,0.0,0.0,0.0,0.0
ALEX,2,0,185,185,0.0,34.5,26.2,17.9,0.0,0.0,0.0,0.0
COBY,3,1267,185,185,0.0,34.5,26.2,17.9,0.0,0.0,0.0,0.0
ORPY,10,2777,185,185,0.0,34.5,26.2,17.9,0.0,0.0,0.0,0.0
ALEX,2,0,186,186,1.0,34.5,28.5,22.5,0.0,0.0,0.0,0.0
COBY,3,1294,186,186,1.0,34.5,28.5,22.5,0.0,0.0,0.0,0.0
ORPY,10,3156,186,186,1.0,34.5,28.5,22.5,0.0,0.0,0.0,0.0
ALEX,2,0,187,187,2.0,34.5,27.9,21.3,0.0,0.0,0.0,0.0
COBY,3,1275,187,187,2.0,34.5,27.9,21.3,0.0,0.0,0.0,0.0
ORPY,10,2857,187,187,2.0,34.5,27.9,21.3,0.0,0.0,0.0,0.0
ALEX,2,0,188,188,3.0,35.0,28.5,21.9,0.0,0.0,0.0,0.0
COBY,3,1183,188,188,3.0,35.0,28.5,21.9,0.0,0.0,0.0,0.0
ORPY,10,2617,188,188,3.0,35.0,28.5,21.9,0.0,0.0,0.0,0.0
ALEX,2,0,189,189,4.0,28.2,25.1,21.9,0.0,7.5,7.5,0.0
COBY,3,854,189,189,4.0,28.2,25.1,21.9,0.0,7.5,7.5,0.0
ORPY,10,1799,189,189,4.0,28.2,25.1,21.9,0.0,7.5,7.5,0.0
ALEX,2,0,190,190,5.0,29.6,24.9,20.1,0.0,0.0,0.0,0.0
COBY,3,1239,190,190,5.0,29.6,24.9,20.1,0.0,0.0,0.0,0.0
ORPY,10,2748,190,190,5.0,29.6,24.9,20.1,0.0,0.0,0.0,0.0
ALEX,2,0,191,191,6.0,30.5,23.6,16.6,0.0,0.0,0.0,0.0
COBY,3,1120,191,191,6.0,30.5,23.6,16.6,0.0,0.0,0.0,0.0
ORPY,10,3077,191,191,6.0,30.5,23.6,16.6,0.0,0.0,0.0,0.0
ALEX,2,0,192,192,0.0,31.4,23.7,16.0,0.0,1.4,1.4,0.0
COBY,3,1590,192,192,0.0,31.4,23.7,16.0,0.0,1.4,1.4,0.0
ORPY,10,2915,192,192,0.0,31.4,23.7,16.0,0.0,1.4,1.4,0.0
ALEX,2,0,193,193,1.0,23.5,21.3,19.1,0.0,24.0,24.0,0.0
COBY,3,822,193,193,1.0,23.5,21.3,19.1,0.0,24.0,24.0,0.0
ORPY,10,2173,193,193,1.0,23.5,21.3,19.1,0.0,24.0,24.0,0.0
ALEX,2,0,194,194,2.0,30.2,25.1,19.9,0.0,0.0,0.0,0.0
COBY,3,1644,194,194,2.0,30.2,25.1,19.9,0.0,0.0,0.0,0.0
ORPY,10,4269,194,194,2.0,30.2,25.1,19.9,0.0,0.0,0.0,0.0
ALEX,2,0,195,195,3.0,30.6,24.3,17.9,0.0,0.3,0.3,0.0
COBY,3,1533,195,195,3.0,30.6,24.3,17.9,0.0,0.3,0.3,0.0
ORPY,10,3613,195,195,3.0,30.6,24.3,17.9,0.0,0.3,0.3,0.0
ALEX,2,0,196,196,4.0,31.1,26.2,21.3,0.0,0.0,0.0,0.0
COBY,3,1153,196,196,4.0,31.1,26.2,21.3,0.0,0.0,0.0,0.0
ORPY,10,2788,196,196,4.0,31.1,26.2,21.3,0.0,0.0,0.0,0.0
ALEX,2,0,197,197,5.0,31.2,25.6,20.0,0.0,2.7,2.7,0.0
COBY,3,1272,197,197,5.0,31.2,25.6,20.0,0.0,2.7,2.7,0.0
ORPY,10,2239,197,197,5.0,31.2,25.6,20.0,0.0,2.7,2.7,0.0
ALEX,2,0,198,198,6.0,26.5,22.5,18.5,0.0,11.3,11.3,0.0
COBY,3,1119,198,198,6.0,26.5,22.5,18.5,0.0,11.3,11.3,0.0
ORPY,10,3018,198,198,6.0,26.5,22.5,18.5,0.0,11.3,11.3,0.0
ALEX,2,0,199,199,0.0,26.1,21.9,17.7,0.0,3.4,3.4,0.0
COBY,3,881,199,199,0.0,26.1,21.9,17.7,0.0,3.4,3.4,0.0
ORPY,10,1351,199,199,0.0,26.1,21.9,17.7,0.0,3.4,3.4,0.0
ALEX,2,0,200,200,1.0,28.0,22.0,16.0,0.0,0.0,0.0,0.0
COBY,3,1696,200,200,1.0,28.0,22.0,16.0,0.0,0.0,0.0,0.0
ORPY,10,3535,200,200,1.0,28.0,22.0,16.0,0.0,0.0,0.0,0.0
ALEX,2,0,201,201,2.0,26.0,21.5,17.0,0.0,0.0,0.0,0.0
COBY,3,1277,201,201,2.0,26.0,21.5,17.0,0.0,0.0,0.0,0.0
ORPY,10,2281,201,201,2.0,26.0,21.5,17.0,0.0,0.0,0.0,0.0
ALEX,2,0,202,202,3.0,27.7,22.6,17.4,0.0,0.0,0.0,0.0
